to,from,p_value
OTU_112,OTU_7,0.99
OTU_113,OTU_7,0.99
OTU_114,OTU_7,0.99
OTU_115,OTU_7,0.99
OTU_116,OTU_7,0
OTU_117,OTU_7,0.99
OTU_118,OTU_7,0.99
OTU_119,OTU_7,0.99
OTU_120,OTU_7,0.99
OTU_121,OTU_7,0.99
OTU_122,OTU_7,0.99
OTU_123,OTU_7,0.99
OTU_124,OTU_7,0.99
OTU_125,OTU_7,0.99
OTU_126,OTU_7,0.99
OTU_127,OTU_7,0.99
OTU_1,OTU_8,0.99
OTU_2,OTU_8,0.99
OTU_3,OTU_8,0.99
OTU_4,OTU_8,0.99
OTU_5,OTU_8,0.8197712833545108
OTU_6,OTU_8,0.99
OTU_7,OTU_8,0.99
OTU_8,OTU_8,0
OTU_9,OTU_8,0.99
OTU_10,OTU_8,0.99
OTU_11,OTU_8,0.99
OTU_12,OTU_8,0.99
OTU_13,OTU_8,0.99
OTU_14,OTU_8,0.99
OTU_15,OTU_8,0.99
OTU_16,OTU_8,0.99
OTU_17,OTU_8,0.99
OTU_18,OTU_8,0.99
OTU_19,OTU_8,0.99
OTU_20,OTU_8,0.99
OTU_21,OTU_8,0.99
OTU_22,OTU_8,0.99
OTU_23,OTU_8,0.9803110475509476
OTU_24,OTU_8,0.99
OTU_25,OTU_8,0.99
OTU_26,OTU_8,0.99
OTU_27,OTU_8,0.99
OTU_28,OTU_8,0.9554387263976305
OTU_29,OTU_8,0.99
OTU_30,OTU_8,0.99
OTU_31,OTU_8,0.99
OTU_32,OTU_8,0.99
OTU_33,OTU_8,0.99
OTU_34,OTU_8,0.99
OTU_35,OTU_8,0.99
OTU_36,OTU_8,0.99
OTU_37,OTU_8,0.8197712833545108
OTU_38,OTU_8,0.99
OTU_39,OTU_8,0.99
OTU_40,OTU_8,0.99
OTU_41,OTU_8,0.99
OTU_42,OTU_8,0.99
OTU_43,OTU_8,0.99
OTU_44,OTU_8,0.6260650169820475
OTU_45,OTU_8,0.99
OTU_46,OTU_8,0.7798637362637363
OTU_47,OTU_8,0.99
OTU_48,OTU_8,0.99
OTU_49,OTU_8,0.99
OTU_50,OTU_8,0.99
OTU_51,OTU_8,0.99
OTU_52,OTU_8,0.99
OTU_53,OTU_8,0.99
OTU_54,OTU_8,0.99
OTU_55,OTU_8,0.99
OTU_56,OTU_8,0.99
OTU_57,OTU_8,0.99
OTU_58,OTU_8,0.99
OTU_59,OTU_8,0.99
OTU_60,OTU_8,0.99
OTU_61,OTU_8,0.99
OTU_62,OTU_8,0.99
OTU_63,OTU_8,0.99
OTU_64,OTU_8,0.99
OTU_65,OTU_8,0.99
OTU_66,OTU_8,0.99
OTU_67,OTU_8,0.99
OTU_68,OTU_8,0.99
OTU_69,OTU_8,0.99
OTU_70,OTU_8,0.99
OTU_71,OTU_8,0.99
OTU_72,OTU_8,0.99
OTU_73,OTU_8,0.99
OTU_74,OTU_8,0.99
OTU_75,OTU_8,0.99
OTU_76,OTU_8,0.99
OTU_77,OTU_8,0.99
OTU_78,OTU_8,0.99
OTU_79,OTU_8,0.99
OTU_80,OTU_8,0.99
OTU_81,OTU_8,0.99
OTU_82,OTU_8,0.99
OTU_83,OTU_8,0.99
OTU_84,OTU_8,0.99
OTU_85,OTU_8,0.99
OTU_86,OTU_8,0.99
OTU_87,OTU_8,0.99
OTU_88,OTU_8,0.99
OTU_89,OTU_8,0.99
OTU_90,OTU_8,0.7275146594497068
OTU_91,OTU_8,0.99
OTU_92,OTU_8,0.99
OTU_93,OTU_8,0.99
OTU_94,OTU_8,0.99
OTU_95,OTU_8,0.99
OTU_96,OTU_8,0.99
OTU_97,OTU_8,0.99
OTU_98,OTU_8,0.99
OTU_99,OTU_8,0.99
OTU_100,OTU_8,0.99
OTU_101,OTU_8,0.99
OTU_102,OTU_8,0.99
OTU_103,OTU_8,0.99
OTU_104,OTU_8,0.99
OTU_105,OTU_8,0.99
OTU_106,OTU_8,0.99
OTU_107,OTU_8,0.99
OTU_108,OTU_8,0.99
OTU_109,OTU_8,0.99
OTU_110,OTU_8,0.99
OTU_111,OTU_8,0.99
OTU_112,OTU_8,0.99
OTU_113,OTU_8,0.99
OTU_114,OTU_8,0.99
OTU_115,OTU_8,0.99
OTU_116,OTU_8,0.8197712833545108
OTU_117,OTU_8,0.99
OTU_118,OTU_8,0.99
OTU_119,OTU_8,0.99
OTU_120,OTU_8,0.99
OTU_121,OTU_8,0.99
OTU_122,OTU_8,0.8197712833545108
OTU_123,OTU_8,0.99
OTU_124,OTU_8,0.99
OTU_125,OTU_8,0.99
OTU_126,OTU_8,0.99
OTU_127,OTU_8,0.99
OTU_1,OTU_9,0.99
OTU_2,OTU_9,0.99
OTU_3,OTU_9,0.99
OTU_4,OTU_9,0.99
OTU_5,OTU_9,0
OTU_6,OTU_9,0.99
OTU_7,OTU_9,0.99
OTU_8,OTU_9,0.99
OTU_9,OTU_9,0
OTU_10,OTU_9,0.99
OTU_11,OTU_9,0.99
OTU_12,OTU_9,0.99
OTU_13,OTU_9,0.99
OTU_14,OTU_9,0.99
OTU_15,OTU_9,0.99
OTU_16,OTU_9,0.99
OTU_17,OTU_9,0.99
OTU_18,OTU_9,0.99
OTU_19,OTU_9,0.8197712833545108
OTU_20,OTU_9,0.99
OTU_21,OTU_9,0.99
OTU_22,OTU_9,0.99
OTU_23,OTU_9,0.99
OTU_24,OTU_9,0.99
OTU_25,OTU_9,0.99
OTU_26,OTU_9,0.99
OTU_27,OTU_9,0.99
OTU_28,OTU_9,0.99
OTU_29,OTU_9,0.99
OTU_30,OTU_9,0.99
OTU_31,OTU_9,0.99
OTU_32,OTU_9,0.99
OTU_33,OTU_9,0.99
OTU_34,OTU_9,0.99
OTU_35,OTU_9,0.99
OTU_36,OTU_9,0.99
OTU_37,OTU_9,0.99
OTU_38,OTU_9,0.99
OTU_39,OTU_9,0.99
OTU_40,OTU_9,0.99
OTU_41,OTU_9,0.99
OTU_42,OTU_9,0.99
OTU_43,OTU_9,0.99
OTU_44,OTU_9,0
OTU_45,OTU_9,0.99
OTU_46,OTU_9,0
OTU_47,OTU_9,0.99
OTU_48,OTU_9,0.99
OTU_49,OTU_9,0.99
OTU_50,OTU_9,0.30072715972653824
OTU_51,OTU_9,0.99
OTU_52,OTU_9,0.99
OTU_53,OTU_9,0.99
OTU_54,OTU_9,0.99
OTU_55,OTU_9,0.99
OTU_56,OTU_9,0.99
OTU_57,OTU_9,0.99
OTU_58,OTU_9,0.99
OTU_59,OTU_9,0.99
OTU_60,OTU_9,0.99
OTU_61,OTU_9,0.99
OTU_62,OTU_9,0.99
OTU_63,OTU_9,0.99
OTU_64,OTU_9,0.99
OTU_65,OTU_9,0.99
OTU_66,OTU_9,0.99
OTU_67,OTU_9,0.99
OTU_68,OTU_9,0.99
OTU_69,OTU_9,0.99
OTU_70,OTU_9,0.99
OTU_71,OTU_9,0.99
OTU_72,OTU_9,0.99
OTU_73,OTU_9,0.99
OTU_74,OTU_9,0.99
OTU_75,OTU_9,0.99
OTU_76,OTU_9,0.2163514419852448
OTU_77,OTU_9,0.99
OTU_78,OTU_9,0.99
OTU_79,OTU_9,0.99
OTU_80,OTU_9,0.99
OTU_81,OTU_9,0.99
OTU_82,OTU_9,0.99
OTU_83,OTU_9,0.99
OTU_84,OTU_9,0.99
OTU_85,OTU_9,0.99
OTU_86,OTU_9,0.99
OTU_87,OTU_9,0.99
OTU_88,OTU_9,0.99
OTU_89,OTU_9,0.99
OTU_90,OTU_9,0.11798829553767375
OTU_91,OTU_9,0.2163514419852448
OTU_92,OTU_9,0.99
OTU_93,OTU_9,0.99
OTU_94,OTU_9,0.99
OTU_95,OTU_9,0.99
OTU_96,OTU_9,0.99
OTU_97,OTU_9,0.99
OTU_98,OTU_9,0.99
OTU_99,OTU_9,0.99
OTU_100,OTU_9,0.99
OTU_101,OTU_9,0.99
OTU_102,OTU_9,0.99
OTU_103,OTU_9,0.99
OTU_104,OTU_9,0.6818271488961953
OTU_105,OTU_9,0.99
OTU_106,OTU_9,0.99
OTU_107,OTU_9,0.99
OTU_108,OTU_9,0.99
OTU_109,OTU_9,0.99
OTU_110,OTU_9,0.99
OTU_111,OTU_9,0.99
OTU_112,OTU_9,0.99
OTU_113,OTU_9,0.99
OTU_114,OTU_9,0.99
OTU_115,OTU_9,0.99
OTU_116,OTU_9,0
OTU_117,OTU_9,0.99
OTU_118,OTU_9,0.99
OTU_119,OTU_9,0.91468809073724
OTU_120,OTU_9,0.99
OTU_121,OTU_9,0.99
OTU_122,OTU_9,0.99
OTU_123,OTU_9,0.99
OTU_124,OTU_9,0.99
OTU_125,OTU_9,0.99
OTU_126,OTU_9,0.99
OTU_127,OTU_9,0.99
OTU_1,OTU_10,0.99
OTU_2,OTU_10,0.99
OTU_3,OTU_10,0.99
OTU_4,OTU_10,0.99
OTU_5,OTU_10,0
OTU_6,OTU_10,0.99
OTU_7,OTU_10,0.99
OTU_8,OTU_10,0.99
OTU_9,OTU_10,0.99
OTU_10,OTU_10,0
OTU_11,OTU_10,0.99
OTU_12,OTU_10,0.99
OTU_13,OTU_10,0.99
OTU_14,OTU_10,0.99
OTU_15,OTU_10,0.99
OTU_16,OTU_10,0.99
OTU_17,OTU_10,0.99
OTU_18,OTU_10,0.99
OTU_19,OTU_10,0.99
OTU_20,OTU_10,0.99
OTU_21,OTU_10,0.99
OTU_22,OTU_10,0.99
OTU_23,OTU_10,0.99
OTU_24,OTU_10,0.99
OTU_25,OTU_10,0.99
OTU_26,OTU_10,0.99
OTU_27,OTU_10,0.99
OTU_28,OTU_10,0.99
OTU_29,OTU_10,0.99
OTU_30,OTU_10,0.99
OTU_31,OTU_10,0.99
OTU_32,OTU_10,0.99
OTU_33,OTU_10,0.99
OTU_34,OTU_10,0.6818271488961953
OTU_35,OTU_10,0.99
OTU_36,OTU_10,0.99
OTU_37,OTU_10,0.99
OTU_38,OTU_10,0.99
OTU_39,OTU_10,0.99
OTU_40,OTU_10,0.99
OTU_41,OTU_10,0.99
OTU_42,OTU_10,0.99
OTU_43,OTU_10,0.99
OTU_44,OTU_10,0
OTU_45,OTU_10,0.99
OTU_46,OTU_10,0
OTU_47,OTU_10,0.99
OTU_48,OTU_10,0.99
OTU_49,OTU_10,0.99
OTU_50,OTU_10,0.5775089514066496
OTU_51,OTU_10,0.99
OTU_52,OTU_10,0.99
OTU_53,OTU_10,0.99
OTU_54,OTU_10,0.99
OTU_55,OTU_10,0.99
OTU_56,OTU_10,0.99
OTU_57,OTU_10,0.99
OTU_58,OTU_10,0.99
OTU_59,OTU_10,0.99
OTU_60,OTU_10,0.9554387263976305
OTU_61,OTU_10,0.99
OTU_62,OTU_10,0.99
OTU_63,OTU_10,0.99
OTU_64,OTU_10,0.99
OTU_65,OTU_10,0.99
OTU_66,OTU_10,0.99
OTU_67,OTU_10,0.99
OTU_68,OTU_10,0.99
OTU_69,OTU_10,0.99
OTU_70,OTU_10,0.99
OTU_71,OTU_10,0.99
OTU_72,OTU_10,0.99
OTU_73,OTU_10,0.99
OTU_74,OTU_10,0.99
OTU_75,OTU_10,0.99
OTU_76,OTU_10,0
OTU_77,OTU_10,0.99
OTU_78,OTU_10,0.99
OTU_79,OTU_10,0.99
OTU_80,OTU_10,0.99
OTU_81,OTU_10,0.99
OTU_82,OTU_10,0.99
OTU_83,OTU_10,0.99
OTU_84,OTU_10,0.884473168820995
OTU_85,OTU_10,0.99
OTU_86,OTU_10,0.99
OTU_87,OTU_10,0.99
OTU_88,OTU_10,0.99
OTU_89,OTU_10,0.99
OTU_90,OTU_10,0.11798829553767375
OTU_91,OTU_10,0.99
OTU_92,OTU_10,0.99
OTU_93,OTU_10,0.99
OTU_94,OTU_10,0.99
OTU_95,OTU_10,0.99
OTU_96,OTU_10,0.99
OTU_97,OTU_10,0.99
OTU_98,OTU_10,0.99
OTU_99,OTU_10,0.99
OTU_100,OTU_10,0.99
OTU_101,OTU_10,0.99
OTU_102,OTU_10,0.99
OTU_103,OTU_10,0.5205701990317374
OTU_104,OTU_10,0.9803110475509476
OTU_105,OTU_10,0.99
OTU_106,OTU_10,0.99
OTU_107,OTU_10,0.99
OTU_108,OTU_10,0.99
OTU_109,OTU_10,0.99
OTU_110,OTU_10,0.99
OTU_111,OTU_10,0.99
OTU_112,OTU_10,0.99
OTU_113,OTU_10,0.99
OTU_114,OTU_10,0.99
OTU_115,OTU_10,0.99
OTU_116,OTU_10,0
OTU_117,OTU_10,0.99
OTU_118,OTU_10,0.99
OTU_119,OTU_10,0.99
OTU_120,OTU_10,0.99
OTU_121,OTU_10,0.99
OTU_122,OTU_10,0.99
OTU_123,OTU_10,0.99
OTU_124,OTU_10,0.99
OTU_125,OTU_10,0.99
OTU_126,OTU_10,0.99
OTU_127,OTU_10,0.99
OTU_1,OTU_11,0.99
OTU_2,OTU_11,0.99
OTU_3,OTU_11,0.99
OTU_4,OTU_11,0.99
OTU_5,OTU_11,0
OTU_6,OTU_11,0.99
OTU_7,OTU_11,0.99
OTU_8,OTU_11,0.99
OTU_9,OTU_11,0.99
OTU_10,OTU_11,0.99
OTU_11,OTU_11,0
OTU_12,OTU_11,0.99
OTU_13,OTU_11,0.99
OTU_14,OTU_11,0.99
OTU_15,OTU_11,0.99
OTU_16,OTU_11,0.99
OTU_17,OTU_11,0.99
OTU_18,OTU_11,0.99
OTU_19,OTU_11,0.99
OTU_20,OTU_11,0.99
OTU_21,OTU_11,0.99
OTU_22,OTU_11,0.99
OTU_23,OTU_11,0.99
OTU_24,OTU_11,0.99
OTU_25,OTU_11,0.99
OTU_26,OTU_11,0.99
OTU_27,OTU_11,0.99
OTU_28,OTU_11,0.99
OTU_29,OTU_11,0.99
OTU_30,OTU_11,0.99
OTU_31,OTU_11,0.99
OTU_32,OTU_11,0.99
OTU_33,OTU_11,0.99
OTU_34,OTU_11,0.11798829553767375
OTU_35,OTU_11,0.99
OTU_36,OTU_11,0.99
OTU_37,OTU_11,0.99
OTU_38,OTU_11,0.99
OTU_39,OTU_11,0.99
OTU_40,OTU_11,0.99
OTU_41,OTU_11,0.99
OTU_42,OTU_11,0.7798637362637363
OTU_43,OTU_11,0.99
OTU_44,OTU_11,0
OTU_45,OTU_11,0.99
OTU_46,OTU_11,0
OTU_47,OTU_11,0.99
OTU_48,OTU_11,0.99
OTU_49,OTU_11,0.99
OTU_50,OTU_11,0
OTU_51,OTU_11,0.99
OTU_52,OTU_11,0.99
OTU_53,OTU_11,0.99
OTU_54,OTU_11,0.99
OTU_55,OTU_11,0.99
OTU_56,OTU_11,0.99
OTU_57,OTU_11,0.99
OTU_58,OTU_11,0.99
OTU_59,OTU_11,0.99
OTU_60,OTU_11,0.11798829553767375
OTU_61,OTU_11,0.99
OTU_62,OTU_11,0.99
OTU_63,OTU_11,0.99
OTU_64,OTU_11,0.99
OTU_65,OTU_11,0.7275146594497068
OTU_66,OTU_11,0.99
OTU_67,OTU_11,0.99
OTU_68,OTU_11,0.99
OTU_69,OTU_11,0.99
OTU_70,OTU_11,0.99
OTU_71,OTU_11,0.99
OTU_72,OTU_11,0.99
OTU_73,OTU_11,0.99
OTU_74,OTU_11,0.99
OTU_75,OTU_11,0.99
OTU_76,OTU_11,0
OTU_77,OTU_11,0.99
OTU_78,OTU_11,0.99
OTU_79,OTU_11,0.99
OTU_80,OTU_11,0.99
OTU_81,OTU_11,0.99
OTU_82,OTU_11,0.6818271488961953
OTU_83,OTU_11,0.99
OTU_84,OTU_11,0.5205701990317374
OTU_85,OTU_11,0.99
OTU_86,OTU_11,0.99
OTU_87,OTU_11,0.99
OTU_88,OTU_11,0.99
OTU_89,OTU_11,0.99
OTU_90,OTU_11,0
OTU_91,OTU_11,0.99
OTU_92,OTU_11,0.99
OTU_93,OTU_11,0.99
OTU_94,OTU_11,0.99
OTU_95,OTU_11,0.99
OTU_96,OTU_11,0.99
OTU_97,OTU_11,0.99
OTU_98,OTU_11,0.99
OTU_99,OTU_11,0.99
OTU_100,OTU_11,0.99
OTU_101,OTU_11,0.99
OTU_102,OTU_11,0.99
OTU_103,OTU_11,0.37883734586024664
OTU_104,OTU_11,0.30072715972653824
OTU_105,OTU_11,0.99
OTU_106,OTU_11,0.99
OTU_107,OTU_11,0.99
OTU_108,OTU_11,0.99
OTU_109,OTU_11,0.99
OTU_110,OTU_11,0.99
OTU_111,OTU_11,0.99
OTU_112,OTU_11,0.99
OTU_113,OTU_11,0.99
OTU_114,OTU_11,0.99
OTU_115,OTU_11,0.99
OTU_116,OTU_11,0
OTU_117,OTU_11,0.99
OTU_118,OTU_11,0.99
OTU_119,OTU_11,0.99
OTU_120,OTU_11,0.99
OTU_121,OTU_11,0.99
OTU_122,OTU_11,0.99
OTU_123,OTU_11,0.99
OTU_124,OTU_11,0.99
OTU_125,OTU_11,0.99
OTU_126,OTU_11,0.99
OTU_127,OTU_11,0.99
OTU_1,OTU_12,0.99
OTU_2,OTU_12,0.99
OTU_3,OTU_12,0.99
OTU_4,OTU_12,0.99
OTU_5,OTU_12,0.99
OTU_6,OTU_12,0.99
OTU_7,OTU_12,0.99
OTU_8,OTU_12,0.99
OTU_9,OTU_12,0.99
OTU_10,OTU_12,0.99
OTU_11,OTU_12,0.99
OTU_12,OTU_12,0
OTU_13,OTU_12,0.99
OTU_14,OTU_12,0.99
OTU_15,OTU_12,0.99
OTU_16,OTU_12,0.99
OTU_17,OTU_12,0.99
OTU_18,OTU_12,0.99
OTU_19,OTU_12,0.99
OTU_20,OTU_12,0.99
OTU_21,OTU_12,0.99
OTU_22,OTU_12,0.99
OTU_23,OTU_12,0.99
OTU_24,OTU_12,0.99
OTU_25,OTU_12,0.99
OTU_26,OTU_12,0.99
OTU_27,OTU_12,0.99
OTU_28,OTU_12,0.99
OTU_29,OTU_12,0.99
OTU_30,OTU_12,0.99
OTU_31,OTU_12,0.99
OTU_32,OTU_12,0.99
OTU_33,OTU_12,0.99
OTU_34,OTU_12,0.99
OTU_35,OTU_12,0.99
OTU_36,OTU_12,0.99
OTU_37,OTU_12,0.99
OTU_38,OTU_12,0.99
OTU_39,OTU_12,0.99
OTU_40,OTU_12,0.99
OTU_41,OTU_12,0.99
OTU_42,OTU_12,0.99
OTU_43,OTU_12,0.99
OTU_44,OTU_12,0.99
OTU_45,OTU_12,0.99
OTU_46,OTU_12,0.99
OTU_47,OTU_12,0.99
OTU_48,OTU_12,0.99
OTU_49,OTU_12,0.99
OTU_50,OTU_12,0.99
OTU_51,OTU_12,0.91468809073724
OTU_52,OTU_12,0.99
OTU_53,OTU_12,0.99
OTU_54,OTU_12,0.99
OTU_55,OTU_12,0.99
OTU_56,OTU_12,0.99
OTU_57,OTU_12,0.99
OTU_58,OTU_12,0.99
OTU_59,OTU_12,0.99
OTU_60,OTU_12,0.99
OTU_61,OTU_12,0.99
OTU_62,OTU_12,0.99
OTU_63,OTU_12,0.99
OTU_64,OTU_12,0.99
OTU_65,OTU_12,0.99
OTU_66,OTU_12,0.99
OTU_67,OTU_12,0.99
OTU_68,OTU_12,0.99
OTU_69,OTU_12,0.99
OTU_70,OTU_12,0.99
OTU_71,OTU_12,0.99
OTU_72,OTU_12,0.99
OTU_73,OTU_12,0.99
OTU_74,OTU_12,0.99
OTU_75,OTU_12,0.99
OTU_76,OTU_12,0.99
OTU_77,OTU_12,0.99
OTU_78,OTU_12,0.99
OTU_79,OTU_12,0.99
OTU_80,OTU_12,0.99
OTU_81,OTU_12,0.99
OTU_82,OTU_12,0.99
OTU_83,OTU_12,0.99
OTU_84,OTU_12,0.99
OTU_85,OTU_12,0.99
OTU_86,OTU_12,0.99
OTU_87,OTU_12,0.99
OTU_88,OTU_12,0.99
OTU_89,OTU_12,0.99
OTU_90,OTU_12,0.99
OTU_91,OTU_12,0.99
OTU_92,OTU_12,0.99
OTU_93,OTU_12,0.99
OTU_94,OTU_12,0.99
OTU_95,OTU_12,0.99
OTU_96,OTU_12,0.99
OTU_97,OTU_12,0.99
OTU_98,OTU_12,0.99
OTU_99,OTU_12,0.99
OTU_100,OTU_12,0.99
OTU_101,OTU_12,0.99
OTU_102,OTU_12,0.99
OTU_103,OTU_12,0.99
OTU_104,OTU_12,0.99
OTU_105,OTU_12,0.99
OTU_106,OTU_12,0.99
OTU_107,OTU_12,0.99
OTU_108,OTU_12,0.99
OTU_109,OTU_12,0.99
OTU_110,OTU_12,0.99
OTU_111,OTU_12,0.99
OTU_112,OTU_12,0.99
OTU_113,OTU_12,0.99
OTU_114,OTU_12,0.99
OTU_115,OTU_12,0.99
OTU_116,OTU_12,0.99
OTU_117,OTU_12,0.99
OTU_118,OTU_12,0.99
OTU_119,OTU_12,0.99
OTU_120,OTU_12,0.99
OTU_121,OTU_12,0.99
OTU_122,OTU_12,0.99
OTU_123,OTU_12,0.99
OTU_124,OTU_12,0.99
OTU_125,OTU_12,0.99
OTU_126,OTU_12,0.99
OTU_127,OTU_12,0.99
OTU_1,OTU_13,0.99
OTU_2,OTU_13,0.99
OTU_3,OTU_13,0.99
OTU_4,OTU_13,0.99
OTU_5,OTU_13,0
OTU_6,OTU_13,0.99
OTU_7,OTU_13,0.99
OTU_8,OTU_13,0.99
OTU_9,OTU_13,0.99
OTU_10,OTU_13,0.99
OTU_11,OTU_13,0.99
OTU_12,OTU_13,0.99
OTU_13,OTU_13,0
OTU_14,OTU_13,0.99
OTU_15,OTU_13,0.99
OTU_16,OTU_13,0.99
OTU_17,OTU_13,0.99
OTU_18,OTU_13,0.99
OTU_19,OTU_13,0.7798637362637363
OTU_20,OTU_13,0.99
OTU_21,OTU_13,0.99
OTU_22,OTU_13,0.99
OTU_23,OTU_13,0.99
OTU_24,OTU_13,0.99
OTU_25,OTU_13,0.99
OTU_26,OTU_13,0.99
OTU_27,OTU_13,0.99
OTU_28,OTU_13,0.99
OTU_29,OTU_13,0.99
OTU_30,OTU_13,0.99
OTU_31,OTU_13,0.99
OTU_32,OTU_13,0.99
OTU_33,OTU_13,0.99
OTU_34,OTU_13,0.6260650169820475
OTU_35,OTU_13,0.99
OTU_36,OTU_13,0.99
OTU_37,OTU_13,0.99
OTU_38,OTU_13,0.99
OTU_39,OTU_13,0.99
OTU_40,OTU_13,0.99
OTU_41,OTU_13,0.99
OTU_42,OTU_13,0.99
OTU_43,OTU_13,0.99
OTU_44,OTU_13,0
OTU_45,OTU_13,0.99
OTU_46,OTU_13,0
OTU_47,OTU_13,0.99
OTU_48,OTU_13,0.99
OTU_49,OTU_13,0.99
OTU_50,OTU_13,0.2163514419852448
OTU_51,OTU_13,0.99
OTU_52,OTU_13,0.99
OTU_53,OTU_13,0.99
OTU_54,OTU_13,0.99
OTU_55,OTU_13,0.99
OTU_56,OTU_13,0.99
OTU_57,OTU_13,0.99
OTU_58,OTU_13,0.99
OTU_59,OTU_13,0.99
OTU_60,OTU_13,0.91468809073724
OTU_61,OTU_13,0.99
OTU_62,OTU_13,0.99
OTU_63,OTU_13,0.99
OTU_64,OTU_13,0.99
OTU_65,OTU_13,0.99
OTU_66,OTU_13,0.99
OTU_67,OTU_13,0.99
OTU_68,OTU_13,0.99
OTU_69,OTU_13,0.99
OTU_70,OTU_13,0.99
OTU_71,OTU_13,0.99
OTU_72,OTU_13,0.99
OTU_73,OTU_13,0.99
OTU_74,OTU_13,0.99
OTU_75,OTU_13,0.99
OTU_76,OTU_13,0
OTU_77,OTU_13,0.99
OTU_78,OTU_13,0.99
OTU_79,OTU_13,0.99
OTU_80,OTU_13,0.99
OTU_81,OTU_13,0.99
OTU_82,OTU_13,0.99
OTU_83,OTU_13,0.99
OTU_84,OTU_13,0.884473168820995
OTU_85,OTU_13,0.99
OTU_86,OTU_13,0.99
OTU_87,OTU_13,0.99
OTU_88,OTU_13,0.99
OTU_89,OTU_13,0.99
OTU_90,OTU_13,0
OTU_91,OTU_13,0.99
OTU_92,OTU_13,0.99
OTU_93,OTU_13,0.99
OTU_94,OTU_13,0.99
OTU_95,OTU_13,0.99
OTU_96,OTU_13,0.6260650169820475
OTU_97,OTU_13,0.99
OTU_98,OTU_13,0.99
OTU_99,OTU_13,0.99
OTU_100,OTU_13,0.99
OTU_101,OTU_13,0.99
OTU_102,OTU_13,0.9803110475509476
OTU_103,OTU_13,0
OTU_104,OTU_13,0.91468809073724
OTU_105,OTU_13,0.99
OTU_106,OTU_13,0.99
OTU_107,OTU_13,0.99
OTU_108,OTU_13,0.99
OTU_109,OTU_13,0.99
OTU_110,OTU_13,0.99
OTU_111,OTU_13,0.99
OTU_112,OTU_13,0.99
OTU_113,OTU_13,0.99
OTU_114,OTU_13,0.99
OTU_115,OTU_13,0.99
OTU_116,OTU_13,0
OTU_117,OTU_13,0.99
OTU_118,OTU_13,0.99
OTU_119,OTU_13,0.99
OTU_120,OTU_13,0.99
OTU_121,OTU_13,0.99
OTU_122,OTU_13,0.99
OTU_123,OTU_13,0.99
OTU_124,OTU_13,0.99
OTU_125,OTU_13,0.99
OTU_126,OTU_13,0.99
OTU_127,OTU_13,0.99
OTU_1,OTU_14,0.99
OTU_2,OTU_14,0.99
OTU_3,OTU_14,0.99
OTU_4,OTU_14,0.99
OTU_5,OTU_14,0
OTU_6,OTU_14,0.99
OTU_7,OTU_14,0.99
OTU_8,OTU_14,0.99
OTU_9,OTU_14,0.99
OTU_10,OTU_14,0.99
OTU_11,OTU_14,0.99
OTU_12,OTU_14,0.99
OTU_13,OTU_14,0.99
OTU_14,OTU_14,0
OTU_15,OTU_14,0.99
OTU_16,OTU_14,0.99
OTU_17,OTU_14,0.99
OTU_18,OTU_14,0.99
OTU_19,OTU_14,0.884473168820995
OTU_20,OTU_14,0.99
OTU_21,OTU_14,0.99
OTU_22,OTU_14,0.99
OTU_23,OTU_14,0.99
OTU_24,OTU_14,0.99
OTU_25,OTU_14,0.99
OTU_26,OTU_14,0.99
OTU_27,OTU_14,0.99
OTU_28,OTU_14,0.99
OTU_29,OTU_14,0.99
OTU_30,OTU_14,0.99
OTU_31,OTU_14,0.99
OTU_32,OTU_14,0.99
OTU_33,OTU_14,0.99
OTU_34,OTU_14,0.11798829553767375
OTU_35,OTU_14,0.99
OTU_36,OTU_14,0.99
OTU_37,OTU_14,0.99
OTU_38,OTU_14,0.99
OTU_39,OTU_14,0.99
OTU_40,OTU_14,0.99
OTU_41,OTU_14,0.99
OTU_42,OTU_14,0.884473168820995
OTU_43,OTU_14,0.99
OTU_44,OTU_14,0
OTU_45,OTU_14,0.99
OTU_46,OTU_14,0
OTU_47,OTU_14,0.99
OTU_48,OTU_14,0.99
OTU_49,OTU_14,0.99
OTU_50,OTU_14,0
OTU_51,OTU_14,0.99
OTU_52,OTU_14,0.99
OTU_53,OTU_14,0.99
OTU_54,OTU_14,0.99
OTU_55,OTU_14,0.99
OTU_56,OTU_14,0.99
OTU_57,OTU_14,0.99
OTU_58,OTU_14,0.99
OTU_59,OTU_14,0.99
OTU_60,OTU_14,0.2163514419852448
OTU_61,OTU_14,0.99
OTU_62,OTU_14,0.99
OTU_63,OTU_14,0.99
OTU_64,OTU_14,0.99
OTU_65,OTU_14,0.6260650169820475
OTU_66,OTU_14,0.99
OTU_67,OTU_14,0.99
OTU_68,OTU_14,0.99
OTU_69,OTU_14,0.99
OTU_70,OTU_14,0.99
OTU_71,OTU_14,0.99
OTU_72,OTU_14,0.99
OTU_73,OTU_14,0.99
OTU_74,OTU_14,0.99
OTU_75,OTU_14,0.99
OTU_76,OTU_14,0
OTU_77,OTU_14,0.99
OTU_78,OTU_14,0.99
OTU_79,OTU_14,0.99
OTU_80,OTU_14,0.99
OTU_81,OTU_14,0.99
OTU_82,OTU_14,0.6260650169820475
OTU_83,OTU_14,0.99
OTU_84,OTU_14,0.11798829553767375
OTU_85,OTU_14,0.99
OTU_86,OTU_14,0.99
